id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
13982043,HUGE ROOM WITH PRIVATE KITCHEN- Manhattan -,73692071415,unconfirmed,Yifat,Manhattan,Murray Hill,40.74736,-73.97838,United States,US,False,moderate,Private room,2019.0,$168 ,$34 ,10.0,0.0,,,3.0,1.0,19.0,No pets. No smoking. Please :),
20295937,Sunny and Bright Room,58602183003,unconfirmed,Claudina,Brooklyn,Bedford-Stuyvesant,40.69321,-73.93686,United States,US,True,moderate,Private room,2022.0,$667 ,$133 ,2.0,2.0,5/18/2019,0.97,2.0,5.0,342.0,No smoking and illegal drug use. Please Minimize noise after 1030pm No guests,
20296489,Cozy Brooklyn Room with private bathroom,78648228960,unconfirmed,Peach,Brooklyn,Bedford-Stuyvesant,40.68891,-73.95164,United States,US,True,strict,Private room,2006.0,$386 ,$77 ,1.0,1.0,8/20/2018,0.09,4.0,1.0,0.0,,
20297041,Fam-Friendly Brooklyn Brownstone w. Vintage charm,1570276266,unconfirmed,Ashley,Brooklyn,Bedford-Stuyvesant,40.68398,-73.93464,United States,US,True,moderate,Entire home/apt,2019.0,$979 ,$196 ,2.0,6.0,6/27/2019,2.02,4.0,1.0,0.0,No smoking  Ask about additional fee for pets,
20297593,Huge Apartment Midtown Manhattan Empire State Bldg,5273160321,verified,Mohit,Manhattan,Kips Bay,40.74462,-73.97838,United States,US,True,strict,Entire home/apt,2021.0,$92 ,$18 ,3.0,4.0,3/25/2019,0.53,5.0,1.0,0.0,Respectful and with great attitudes,
20298146,Beach-side basement media room,23930476334,verified,Dawid,Staten Island,New Dorp Beach,40.56629,-74.10331,United States,US,True,flexible,Private room,2008.0,$900 ,$180 ,2.0,18.0,6/7/2019,1.67,4.0,1.0,178.0,We love our home and enjoy sharing it with others. We hope you'll treat it as with as much care as we do. Our neighbors are friendly and quiet. We hope you'll fit right in.,
20298698,Apartment in the Heart of Manhattan,91480098254,unconfirmed,Meryl,Manhattan,Hell's Kitchen,40.75597,-73.9955,United States,US,False,moderate,Entire home/apt,2013.0,$694 ,$139 ,14.0,15.0,7/1/2019,1.8,3.0,1.0,0.0,Shoes must be removed after entering the house. The cats are strictly indoor. No smoking,
20299250,Place for sleeping and exploring NYC,70282969021,unconfirmed,Linda,Manhattan,Harlem,40.82005,-73.93949,United States,US,False,flexible,Private room,2021.0,"$1,114 ",$223 ,1.0,21.0,6/17/2019,1.94,2.0,2.0,58.0,- $20 per extra person. Maximum 2 person for attic room.,
20299803,New York Apartment,6752440226,verified,Mansi,Manhattan,Nolita,40.72194,-73.99557,United States,US,True,flexible,Private room,2015.0,"$1,062 ",$212 ,1.0,9.0,10/20/2018,0.85,2.0,1.0,179.0,- 1 floor,
20300355,both world getting to the city and safe place,12188903696,verified,Nathan,Bronx,Parkchester,40.8358,-73.85833,United States,US,True,strict,Shared room,2008.0,$359 ,$72 ,2.0,4.0,11/25/2018,0.39,5.0,2.0,0.0,1. No pets allowed.  2. No Children under the age of 10 allowed.  3. No smoking inside the house. You may smoke outside.  4. No wearing shoes inside the house. We will give you slippers for you to wear.  5. Quiet time starts at 11pm,
20300907,"Charming Chelsea Bungalow w/
Large Outdoor Terrace",36641817695,unconfirmed,Francesca,Manhattan,Chelsea,40.74557,-73.99871,United States,US,True,flexible,Entire home/apt,2010.0,$985 ,$197 ,2.0,14.0,5/26/2019,1.51,5.0,1.0,28.0,This listing is located in a residential area and so all the regular rules of living in a residential area apply.  Please be kind to the neighbors - we know and love them!  Please keep BBQs/outside activity to a minimum after 9 or 10PM.,
20301460,Sunny Large 1BR w/balcony,17311586096,unconfirmed,Richard,Queens,Bayside,40.76189,-73.77349,United States,US,False,flexible,Entire home/apt,2006.0,$538 ,$108 ,2.0,7.0,7/5/2019,0.9,4.0,1.0,41.0,"1. You must be 25 years of age to rent this home and provide proof of age, if requested. 2. This is a non-smoking home. Any evidence of smoking in and around the property will result in forfeiture of your security deposit. 3. The home has a maximum occupancy of six people. Renters who exceed the occupancy limit and or falsify information at the time of reservation are subject to eviction. 4. Well-behaved dogs are allowed with written owner permission at time of booking, additional fee and security deposit required 5. House parties are strictly prohibited and are grounds for immediate eviction. 6. Illegal substances are strictly prohibited and are grounds for immediate eviction. 7. When you arrive, the home will be clean and we request that you leave it in good order. We will provide you with a detailed check-in and check-out procedures, as well as the code for the keyless entry lock, several days prior to your arrival. 8. Any exception to the rules here must be approved in writing in a",
20302012,Gorgeous 3BR Home Bear JFK & only 25min to NYC,9995186139,unconfirmed,Bryant,Queens,Laurelton,40.67563,-73.74713,United States,US,True,strict,Entire home/apt,2006.0,$263 ,$53 ,2.0,6.0,6/15/2019,0.97,2.0,2.0,317.0,We love our home and enjoy sharing it with others. We hope you'll treat it as with as much care as we do. Our neighbors are friendly and quiet. We hope you'll fit right in.,
20302564,Beautiful 4 Bdrm Home - 25 min from Manhattan,7705781159,unconfirmed,Bryant,Queens,Laurelton,40.67525,-73.74625,United States,US,False,flexible,Entire home/apt,2008.0,$205 ,$41 ,2.0,6.0,6/24/2019,0.92,4.0,2.0,321.0,"No parties, no smoking.",
20303116,"Chic, Spacious Upper West Side Studio",80993501214,unconfirmed,Abbey,Manhattan,Upper West Side,40.78348,-73.98383,United States,US,False,moderate,Entire home/apt,2007.0,$368 ,$74 ,2.0,18.0,6/21/2019,1.74,5.0,1.0,1.0,Two guest maximum and no pets please. No smoking or candles.,
20303669,Brooklyn Private Apartment,27593217400,verified,Maria,Brooklyn,Borough Park,40.6448,-73.99524,United States,US,True,moderate,Entire home/apt,2017.0,$385 ,$77 ,2.0,5.0,1/4/2019,0.52,4.0,1.0,3.0,"I expect guest to respect that this is my personal home, I live here, and to fully respect the space and my belongings as you would your own.  This is not a hotel and the space does not feel like a hotel or rental that other guests are constantly moving in and out of. Please do not light candles in the house or anything that would be a fire hazard.  Please clean up after yourself.  No smoking in the house No pets please Please be respectful of my belongings and do not move anything around. When using the firepit, please use caution. If plants look like they could use a little water, feel free to give them a little!",
20304221,Beautiful Historic Townhouse w/ Backyard(Duplex),51940635152,unconfirmed,Laurence,Manhattan,Harlem,40.80722,-73.9491,United States,US,True,strict,Entire home/apt,2006.0,$730 ,$146 ,3.0,31.0,7/3/2019,3.07,2.0,1.0,358.0,,
20304773,Spacious 2BR with Private Patio in Lower East Side,56222707109,unconfirmed,Adam,Manhattan,Lower East Side,40.71586,-73.98908,United States,US,False,flexible,Entire home/apt,2021.0,$133 ,$27 ,4.0,16.0,5/18/2019,1.46,4.0,1.0,56.0,,
20305326,Studio Apartment in historic Sugar Hill townhouse,76800663749,unconfirmed,Paula,Manhattan,Harlem,40.82862,-73.93832,United States,US,True,strict,Entire home/apt,2009.0,"$1,000 ",$200 ,2.0,23.0,7/1/2019,2.24,3.0,2.0,16.0,-We do not allow pets because we already have a small dog in the house but he is very friendly! -Please make sure to close the back door when you are coming in and out.,
20305878,Beautiful room in a newly renovated apartment!,10458506259,unconfirmed,Olga,Manhattan,Upper West Side,40.7956,-73.97219,United States,US,False,moderate,Private room,2014.0,$644 ,$129 ,1.0,31.0,6/24/2019,3.0,4.0,3.0,112.0,"Please be aware, check in is NO earlier than 6pm on weekdays. We can make no exceptions. Weekends are more flexible.",
20306430,Williamsburg Studio- Steps Away from Lorimer L,18055428564,verified,Emily,Brooklyn,Williamsburg,40.71094,-73.95026,United States,US,False,moderate,Entire home/apt,2005.0,$631 ,$126 ,2.0,20.0,6/6/2019,2.0,4.0,1.0,0.0,,
20306983,Room with a View,31070626058,verified,Anny,Bronx,Kingsbridge,40.88354,-73.89061,United States,US,False,moderate,Private room,2006.0,$459 ,$92 ,3.0,0.0,,,3.0,1.0,89.0,"Please no loud noise after 10pm as others do live here Check in after 3pm Check out at 11am Would appreciate it if you removed linens from bed post stay (not a requirement, just as a courtesy) NO SMOKING in room We do have an indoor porch if you're a smoker outside apartment",
20307535,"Comfy, Beautiful Apt with Breakfast Included",83382332065,verified,Deborah/Aston,Brooklyn,East New York,40.67661,-73.87488,United States,US,False,strict,Entire home/apt,2010.0,$887 ,$177 ,2.0,43.0,7/5/2019,4.13,2.0,1.0,95.0,"This apartment is located on a third floor, no elevator. Guest must be considered and respectful with the noise level. No stumping or running please.",
20308087,Harlem Gem,97528248465,unconfirmed,Erica,Manhattan,East Harlem,40.80147,-73.94432,United States,US,True,moderate,Entire home/apt,2020.0,$813 ,$163 ,3.0,2.0,12/10/2018,0.19,3.0,1.0,0.0,"We ask that you are respectful of the space you are staying in. Please take off your shoes when you enter to help keep the space clean. Space heaters are available for use but should not be left on if you leave. The space is thickly insulated and sound proof so it retains heat very well. If you use the kitchen, please clean up after yourself. This is not a party house so please be respectful at late hours by not making tons of noise outside.",
20308639,Pleasant Place 5 mins away from JFK Airport,2746865489,unconfirmed,Paula,Queens,Springfield Gardens,40.66333,-73.7661,United States,US,True,moderate,Private room,2010.0,$435 ,$87 ,14.0,12.0,5/19/2019,1.14,5.0,1.0,341.0,"Enjoy our home and please leave it clean & tidy like you found it :) Thank you for not smoking. Sorry, no pets even though we love them. We have nice respectful neighbors so no loud music or parties. Hanging out & music are fine just keep others in mind :)  Thank you!",
20309192,Great Room Great Price,77045342277,verified,Carmen,Staten Island,Port Richmond,40.63577,-74.13113,United States,US,True,flexible,Private room,2019.0,$441 ,$88 ,1.0,17.0,12/15/2018,1.55,3.0,1.0,0.0,#NAME?,
20309744,Cozy Brooklyn Apartment,51604923776,unconfirmed,Ace,Brooklyn,Bushwick,40.7015,-73.93566,United States,US,False,moderate,Entire home/apt,2010.0,$625 ,$125 ,7.0,5.0,10/31/2018,0.53,2.0,1.0,0.0,No Smoking. No Pets. Enjoy a morning cup of coffee as you sit on the shady porch. Like use of the kitchen area.,
20310296,Bay Ridge Bklyn entire spacious Basement Apartment,11166169459,verified,Alkhadher,Brooklyn,Bay Ridge,40.63895,-74.02599,United States,US,True,strict,Entire home/apt,2007.0,$830 ,$166 ,2.0,24.0,7/5/2019,2.26,3.0,1.0,130.0,be respectful Take off your shoes at the door,
20310849,Newly Renovated Brooklyn Brownstone - Private,53279156991,unconfirmed,Chantal,Brooklyn,Bedford-Stuyvesant,40.68737,-73.93478,United States,US,False,flexible,Entire home/apt,2007.0,$924 ,$185 ,1.0,68.0,7/3/2019,6.26,3.0,1.0,261.0,,
20311401,Bushwick Retreat (for dog lovers only),68606311115,verified,Nada,Brooklyn,Bushwick,40.69098,-73.92128,United States,US,True,moderate,Private room,2006.0,$430 ,$86 ,1.0,14.0,6/30/2019,1.38,4.0,1.0,81.0,,
20311953,Gorgeous 1 Bedroom on the Park,1822651645,verified,Woods,Brooklyn,Fort Greene,40.69028,-73.97484,United States,US,True,strict,Entire home/apt,2012.0,$937 ,$187 ,3.0,16.0,6/24/2019,1.63,5.0,1.0,0.0,No smoking.  No guests without previous discussion with host.,
20312506,New York Hotel,43361788253,unconfirmed,Christine,Manhattan,Midtown,40.75355,-73.97352,United States,US,False,flexible,Private room,2022.0,$618 ,$124 ,7.0,3.0,5/30/2019,1.23,5.0,1.0,184.0,No smoking  Respect to others,
20313058,Awesome Private Room Big Windows,72493468101,unconfirmed,Dee Daisy And Peter,Brooklyn,Bedford-Stuyvesant,40.69085,-73.95079,United States,US,False,moderate,Private room,2011.0,$186 ,$37 ,30.0,27.0,6/6/2019,2.7,2.0,4.0,319.0,"Smoking allowed outside, on grounds, pets under 10 lb sitting available additional charge and events possibly  pre aproved by owners,",
20313610,Beautiful Private Room Big Windows,46772147010,unconfirmed,Dee Daisy And Peter,Brooklyn,Bedford-Stuyvesant,40.69025,-73.95042,United States,US,False,moderate,Private room,2021.0,$755 ,$151 ,30.0,11.0,4/18/2019,1.02,3.0,4.0,361.0,"Smoking: Absolutely no smoking indoors. If you need to smoke please do it on the porch and dispose of cigarette butts in the ashtrays provided. Additional Guests: Please do not arrive with more guests than are booked to stay nor invite visitors at any time. Children: The apartment is not suitable for children under the age of 12. Pets: We will graciously host friendly, well mannered, house trained dogs that are 50 pounds or less. We cannot accommodate cats or other pets. Facilities: Guests are expected to leave spaces clean and tidy after each use. Kitchen use is restricted to light use only: Kettle/Coffee, Microwave, and Refrigerator. Please take this into consideration when planning your stay. Quiqet Time: Please be aware that this is also our home.  Quiet time is from 11pm to 6am.",
20314162,Sunny room with roof deck in Brooklyn,90923569098,verified,Aaron,Brooklyn,Bedford-Stuyvesant,40.69199,-73.9435,United States,US,False,flexible,Private room,2004.0,"$1,153 ",$231 ,2.0,2.0,9/9/2018,0.19,4.0,2.0,0.0,This bedroom is available for a female guest only.  As a guest you will not be able to bring any friends/acquaintance during your stay. Cannot make loud noises inside or outside the house.,
20314715,Brooklyn Private Room 20 min to Manhattan,54354773255,verified,Dee Daisy And Peter,Brooklyn,Bedford-Stuyvesant,40.69088,-73.95018,United States,US,False,flexible,Private room,2011.0,$84 ,$17 ,30.0,30.0,6/4/2019,2.84,4.0,4.0,365.0,"Note #1: Just be a good neighbor and respect your space and others. Note #2: Unit is second floor of building, Senior Citizens & Disabled may find difficult going upstairs.",
20315267,Warm and Friendly Bronx Home,65091720734,verified,Harriet,Bronx,Baychester,40.87886,-73.84301,United States,US,False,moderate,Private room,2011.0,$825 ,$165 ,3.0,9.0,6/11/2019,0.87,5.0,2.0,311.0,,
20315819,Best Apt in Queens! 3 people! Metro and everything,8660948582,verified,Qiongyao,Queens,Elmhurst,40.73543,-73.87522,United States,US,False,moderate,Private room,2021.0,$347 ,$69 ,1.0,2.0,8/25/2018,0.18,3.0,1.0,33.0,"In order to provide a  healthy, comfortable and safe environment the following rules must be respected and adhered to throughout your entire stay. Most of what follows is common sense or common courtesy. The rules serve to protect you as a guest by helping ensure the environment you find here is the one that we intended to create. Please keep in mind:  You will be sharing common areas with other guests or residents, and thus the cleanliness of the common areas is far more dependent upon all guests cleaning up after themselves, than it is upon my once a week cleaning. Most guests do very well in keeping common areas clean! House rules: Please do not drag luggage up the front stairs. Please leave things as they are in your room: do not remove pictures from walls, don't move furniture around, and do not remove mattress protector from the mattress. Also, it should not be necessary to say, but since some guests have done this, I must add: please do not take any of my personal possessions ou",
20316372,Park Avenue Haven,46677962999,verified,Anna,Manhattan,East Harlem,40.78954,-73.95076,United States,US,False,flexible,Private room,2004.0,$362 ,$72 ,1.0,35.0,7/5/2019,3.9,4.0,1.0,90.0,Respectful attitude would be asked. Respect would be returned!,
20316924,NEWLY RENOVATED Studio #8,63405539422,verified,Karen,Manhattan,Lower East Side,40.72264,-73.9912,United States,US,True,flexible,Entire home/apt,2022.0,"$1,162 ",$232 ,30.0,2.0,6/1/2019,0.77,2.0,9.0,302.0,,
20317476,Beautiful new apartment located in Bushwick,50222559550,unconfirmed,Manon,Brooklyn,Bushwick,40.70398,-73.92168,United States,US,False,moderate,Private room,2017.0,$683 ,$137 ,7.0,3.0,10/8/2018,0.29,3.0,1.0,0.0,"In order to provide a  healthy, comfortable and safe environment, the following are the rules of my house. It is your responsibility to not only read these rules once, but to be aware of and follow all of them throughout your stay at my home. Most of what follows is common sense or common courtesy. The rules serve to protect you as a guest by helping ensure that the environment you find here is the one that I intended to create. Please keep in mind:  You will be sharing common areas with other guests or residents, and thus the cleanliness of the common areas is far more dependent upon all guests cleaning up after themselves, than it is upon my once a week cleaning. Most guests do very well in keeping common areas clean! House rules: Please do not drag luggage up the front stairs. Please leave things as they are in your room: do not remove pictures from walls, don't move furniture around, and do not remove mattress protector from the mattress. Also, it should not be necessary to say, bu",
20318029,Simplicity,91966235764,verified,Adriana,Manhattan,Washington Heights,40.85711,-73.93004,United States,US,False,flexible,Private room,2014.0,$626 ,$125 ,2.0,4.0,6/15/2019,1.67,3.0,2.0,58.0,No Smoking  No unregistered guest No pets  When it rain or snow please remove shoes at the door,
20318581,Williamsburg Proper,64547943472,verified,Anika,Brooklyn,Williamsburg,40.71532,-73.96209,United States,US,False,strict,Private room,2012.0,$460 ,$92 ,3.0,29.0,6/28/2019,3.19,5.0,3.0,61.0,"Enjoy our home and please leave it clean & tidy like you found it :) Thank you for not smoking. Sorry, no pets even though we love them. We have nice respectful neighbors so no loud music or parties.  Hanging out & music are fine just keep others in mind :) Thank you!",
20319133,Spacious & cozy 1BR opposite Prospect Park Lake,55893567219,verified,Sultan,Brooklyn,Prospect-Lefferts Gardens,40.65661,-73.96065,United States,US,False,strict,Entire home/apt,2012.0,$247 ,$49 ,2.0,6.0,4/21/2019,0.58,5.0,1.0,0.0,"No Smoking, no pets, no parties and anyone coming to visit would need to be known beforehand. Along with any issue of the other amenities of the house other than the room you will be renting.",
20319685,Spacious bedroom suite in Brooklyn brownstone,1936378712,verified,Jeff,Brooklyn,Crown Heights,40.67754,-73.94824,United States,US,True,strict,Private room,2007.0,$544 ,$109 ,1.0,52.0,6/15/2019,4.92,5.0,1.0,0.0,"House Rules This is a Non-Smoking, pet free home; and  our guests must use the outdoors if they wish to smoke.  Additionally, I love my home and my neighbors are great, so I also ask our guests to be respectful of both and treat my home as well as their own.  Enjoy your stay while here in Boston -  a great city!!",
20320238,"Entire 1BR Apt, Spacious, Light, 10 mins to LGA",27288689852,verified,Sean,Queens,Astoria,40.76969,-73.92197,United States,US,True,strict,Entire home/apt,2020.0,$495 ,$99 ,2.0,11.0,12/16/2018,1.07,3.0,1.0,0.0,,
20320790,"Stylish, Artsy & Comfortable Stay Near the Ocean.",36120291279,verified,Polina,Brooklyn,Sheepshead Bay,40.59446,-73.94289,United States,US,True,flexible,Entire home/apt,2012.0,$723 ,$145 ,2.0,1.0,5/20/2019,0.59,4.0,1.0,36.0,,
20321342,Charm & style galore in Boerum Hill 2BR duplex,82955222855,verified,Theresa,Brooklyn,Boerum Hill,40.68783,-73.98695,United States,US,False,moderate,Entire home/apt,2009.0,"$1,178 ",$236 ,2.0,31.0,7/2/2019,2.99,2.0,1.0,25.0,#NAME?,
20321895,Bedroom in Luxury Waterfront Apt with Views & Pool,38093722550,verified,Henry,Brooklyn,Williamsburg,40.71739,-73.96244,United States,US,False,strict,Private room,2010.0,$719 ,$144 ,1.0,33.0,6/21/2019,3.24,4.0,2.0,11.0,"Available Upon Arrival - Looking for nice, neat, non smoking, responsible, and independent person(s).",
20322447,"Be Our Guest! Live, Love Bed-Stuy",1216584980,verified,Jaran,Brooklyn,Bedford-Stuyvesant,40.68387,-73.94162,United States,US,False,strict,Entire home/apt,2005.0,$404 ,$81 ,3.0,44.0,7/6/2019,4.14,5.0,3.0,252.0,Available Upon Arrival,
20322999,"Williamsburg Loft - Spacious, Sky-High Ceilings",32108646910,verified,Jay,Brooklyn,Williamsburg,40.71095,-73.95171,United States,US,False,moderate,Private room,2005.0,$946 ,$189 ,60.0,0.0,,,5.0,2.0,157.0,Have fun and be respectful of  others Pets are allowed after discussion as long as they are well trained and picked up after.,
20323552,"Brooklyn /Private Bedroom & bathroom,  3 Guests",23714118150,unconfirmed,Candia,Brooklyn,Crown Heights,40.66678,-73.96148,United States,US,False,flexible,Private room,2019.0,$421 ,$84 ,3.0,19.0,7/5/2019,4.96,4.0,2.0,41.0,"No smoking, no pets. Use of kitchen is limited to breakfast with a continental breakfast provided and use of coffee maker, toaster and hot water.. We cannot allow cooking.  You may store drinks and snacks in the refrigerator.",
20324104,Entire apartment in the heart of west village,885280047,unconfirmed,Josue,Manhattan,West Village,40.73397,-74.00168,United States,US,True,strict,Entire home/apt,2005.0,$599 ,$120 ,2.0,0.0,,,5.0,1.0,0.0,"No smoking or drug use.  No parties.  No guests other than those specified in your booking. No moving of furniture without asking Turn lights off when not in use No food in rooms, food can be stored in kitchen area Front door stays unlocked until 9pm, after ring doorbell or call host ((PHONE NUMBER HIDDEN) or (PHONE NUMBER HIDDEN)) Kitchen is not for use Check-out time no later than 11am Host's food is off limits only what is serve and put out for breakfast!",
20324656,Luxury apartment in New York City,85362825657,verified,Shumin,Queens,Long Island City,40.75118,-73.93646,United States,US,False,flexible,Private room,2017.0,$453 ,$91 ,1.0,0.0,,,3.0,1.0,0.0,"No smoking or drug use.  No parties.  No guests other than those specified in your booking. No moving of furniture without asking Turn lights off when not in use No food in rooms, food can be stored in kitchen area Front door stays unlocked until 9pm, after ring doorbell or call host ((PHONE NUMBER HIDDEN) or (PHONE NUMBER HIDDEN)) Kitchen not for use Check-out time no later than 11am Host's food is off limits only what is serve and put out for breakfast!",
20325208,9mins to LGA; 28mins to JFK (4),3663901230,verified,Omar,Queens,Woodside,40.75391,-73.90256,United States,US,False,moderate,Private room,2012.0,$83 ,$17 ,2.0,23.0,6/10/2019,2.15,5.0,5.0,156.0,"No smoking or drug use.  No parties.  No drinking of alcohol in room""p No guests other than those specified in your booking. No moving of furniture without asking Turn lights off when not in use No food in rooms, food can be stored in kitchen area Kitchen not in use Check-out time no later than 11am Host's food is off limits only what is serve and put out for breakfast!",
20325761,Beautiful shared place in Manhattan,74206827069,verified,Abraham,Manhattan,East Harlem,40.79884,-73.9424,United States,US,False,moderate,Shared room,2021.0,$708 ,$142 ,2.0,25.0,5/9/2019,2.31,5.0,9.0,12.0,,
20326313,Spacious room in awesome Bushwick townhouse,31263630543,unconfirmed,Sebastien,Brooklyn,Bushwick,40.69194,-73.92352,United States,US,True,moderate,Private room,2006.0,$550 ,$110 ,3.0,1.0,8/29/2018,0.1,3.0,1.0,0.0,,
20326865,Luxurious Apartment in the best Location,90685746688,unconfirmed,Carlos,Manhattan,Hell's Kitchen,40.76209,-73.99875,United States,US,True,flexible,Entire home/apt,2022.0,"$1,129 ",$226 ,2.0,12.0,6/3/2019,1.14,3.0,2.0,2.0,,
20327418,Cozy shared place by Central Park Manhattan,55343836310,unconfirmed,Abraham,Manhattan,East Harlem,40.80033,-73.94201,United States,US,True,flexible,Shared room,2015.0,$283 ,$57 ,2.0,60.0,6/22/2019,5.54,2.0,9.0,109.0,,
20327970,The luxury East New York,30396802642,verified,Corie,Brooklyn,East New York,40.66526,-73.8937,United States,US,False,flexible,Entire home/apt,2022.0,$356 ,$71 ,2.0,34.0,6/4/2019,3.59,3.0,2.0,273.0,,
20328522,Beautiful cozy apt in Manhattan,37184272193,verified,Abraham,Manhattan,East Harlem,40.80033,-73.941,United States,US,False,flexible,Shared room,2012.0,$731 ,$146 ,2.0,28.0,6/10/2019,2.58,5.0,9.0,120.0,Please no smoking or drugs. No parties.,
20329075,☆ Secret Hideaway - Blocks from Times Square!,81558036123,verified,Louis,Manhattan,Hell's Kitchen,40.75658,-73.99568,United States,US,False,flexible,Private room,2016.0,$63 ,$13 ,1.0,41.0,6/18/2019,3.8,5.0,3.0,64.0,Please be respectful and courteous of other house guests.   Please keep all common areas clean after each use i.e. kitchen and bathroom. No smoking  No pets No parties No back yard access,
20329627,Welcome to the Secret Oasis in Williamsburg,16435464870,verified,Astrid,Brooklyn,Williamsburg,40.70908,-73.95006,United States,US,True,strict,Private room,2017.0,$409 ,$82 ,1.0,32.0,6/17/2019,3.19,3.0,1.0,30.0,Absolutely NO smoking NOR use of drugs.  And NO shoes in the house! You will be requested to take off your shoes at the entrance.   Please Bring a positive attitude and fun spirit!,
20330179,Spacious home in quiet Forest Hills,58492558239,verified,Sumeet,Queens,Forest Hills,40.71799,-73.85695,United States,US,True,strict,Entire home/apt,2022.0,"$1,108 ",$222 ,1.0,0.0,,,4.0,1.0,0.0,,
20330731,☆ Manhattan's Retreat - Blocks from Times Square!,46042736282,verified,Louis,Manhattan,Hell's Kitchen,40.75655,-73.99535,United States,US,True,strict,Private room,2020.0,$793 ,$159 ,1.0,44.0,7/4/2019,4.07,5.0,3.0,36.0,"We don't allow smoking, drug use, excessive parties, or loud music out of respect for our neighbors.  Please treat our home like your own! ",
20331284,☆ 2 Bedroom Apartment - Minutes from Times Square!,68697232838,unconfirmed,Louis,Manhattan,Hell's Kitchen,40.75611,-73.9937,United States,US,False,moderate,Entire home/apt,2018.0,$771 ,$154 ,1.0,41.0,7/1/2019,4.73,5.0,3.0,30.0,#NAME?,
20331836,Entire New York Apartment. 2 bedrooms,66117850807,verified,Ley,Manhattan,Upper East Side,40.76938,-73.95212,United States,US,True,moderate,Entire home/apt,2021.0,$260 ,$52 ,2.0,8.0,6/19/2019,1.06,5.0,3.0,62.0,"Quiet hours are 10 PM to 6 AM.  No smoking, even outside.  No pets.  We already have one.",
20332388,Gorgeous bright spacious loft apt in Brooklyn,40091809669,unconfirmed,Susan,Brooklyn,Bushwick,40.69815,-73.92841,United States,US,True,moderate,Entire home/apt,2017.0,$62 ,$12 ,1.0,2.0,12/23/2018,0.19,4.0,1.0,0.0,,
20332941,"Modern 3Beds/2bedroom Apartment, 5min TIME SQUARE.",78498987532,verified,Ryan,Manhattan,Hell's Kitchen,40.76457,-73.98766,United States,US,True,moderate,Entire home/apt,2010.0,$396 ,$79 ,1.0,18.0,6/25/2019,1.67,5.0,2.0,55.0,"No smoking or drug use.  No parties.  No guests other than those specified in your booking. No moving of furniture without asking Turn lights off when not in use No food in rooms, food can be stored in kitchen area Front door stays unlocked until 9pm, after ring doorbell or call host (phone number hidden) or (phone number hidden)) Kitchen not for use Check-out time no later than 11am Host's food is off limits only what is serve and put out for breakfast!",
20333493,NYC NARNIA ROOM Walking Distance to Central Park!,89628730730,unconfirmed,Hajah,Manhattan,East Harlem,40.79709,-73.93586,United States,US,True,strict,Private room,2012.0,$254 ,$51 ,3.0,8.0,4/22/2019,0.85,2.0,3.0,95.0,"Please be respectful, Thank you !",
20334045,Private Bedroom in Upper East Side,176369804,unconfirmed,Samet,Manhattan,Upper East Side,40.76517,-73.95669,United States,US,False,flexible,Private room,2018.0,$326 ,$65 ,1.0,7.0,12/12/2018,0.74,5.0,5.0,0.0,"Please be respectful, Thank you !",
20334598,"Bedroom in Brooklyn Apt, close to Prospect Park!",13247353615,unconfirmed,Luz Carime,Brooklyn,Flatbush,40.64815,-73.96862,United States,US,True,flexible,Private room,2006.0,"$1,161 ",$232 ,2.0,3.0,11/6/2018,0.32,4.0,1.0,0.0,,
20335150,sofa Bed And Breakfast,22421720525,verified,Peter,Queens,Maspeth,40.72514,-73.89845,United States,US,True,moderate,Shared room,2007.0,$132 ,$26 ,1.0,0.0,,,5.0,1.0,245.0,,
20335702,Bright and Spacious Apt in the Heart of Manhattan,24316667740,verified,Mk,Manhattan,Midtown,40.74264,-73.98361,United States,US,False,strict,Entire home/apt,2017.0,$333 ,$67 ,3.0,14.0,6/17/2019,1.33,3.0,1.0,3.0,,
20336254,Private Bedroom Free parking 10 min to Manhattan,36616343325,verified,Rojé,Queens,Long Island City,40.73674,-73.92973,United States,US,False,strict,Private room,2006.0,$962 ,$192 ,1.0,91.0,6/30/2019,8.56,3.0,2.0,0.0,No Smoking No Pets,
20336807,West Village dream location room,84062754764,unconfirmed,Catarina,Manhattan,West Village,40.73202,-74.00348,United States,US,True,flexible,Private room,2014.0,$740 ,$148 ,2.0,2.0,6/30/2019,0.21,5.0,3.0,56.0,,
20337359,Spacious Room in the heart of Manhattan,32741381728,unconfirmed,Mariluz,Manhattan,Midtown,40.74863,-73.98291,United States,US,False,moderate,Private room,2012.0,$632 ,$126 ,1.0,59.0,6/21/2019,6.04,4.0,3.0,0.0,,
20337911,Brooklyn Bedroom for two friends sharing!!,74955228356,verified,Eibhlin,Brooklyn,Bedford-Stuyvesant,40.68925,-73.92805,United States,US,False,moderate,Private room,2018.0,$279 ,$56 ,30.0,3.0,5/16/2019,0.36,2.0,5.0,216.0,"respecfull, consideret.and loving",
20338464,Comfortable Place with Dimple,29854052016,verified,Harriet,Bronx,Baychester,40.8773,-73.84329,United States,US,True,flexible,Private room,2004.0,$288 ,$58 ,3.0,12.0,6/14/2019,1.2,3.0,2.0,356.0,,
